"RBP","AS_Site","Contribution","Direction"
"ZFP36","chr4_99276648_99310764",318.81022504744,"-"
"RBM47","chr12_55837374_55837842",318.777202115264,"+"
"THUMPD3","chr1_39563741_39564470",318.74291375021,"-"
"EIF4H","chr7_99760981_99762040",318.724487028216,"+"
"POLR2G","chr1_228109021_228109260",318.69881482739,"+"
"RBM17","chr1_114397990_114399456",318.659517999702,"+"
"RBMX","chr1_154170711_154171412",318.637184102406,"-"
"SFPQ","chr11_116829940_116830569",318.634367326524,"+"
"YBX1","chr20_32052486_32054215",318.614333393103,"+"
"RBM12","chr19_18571909_18573292",318.608632030335,"+"
"QKI","chr17_5214836_5214924",318.568814236883,"+"
"RBM8A","chr19_8483211_8485602",318.543692191279,"+"
"HNRNPC","chr18_2656261_2666869",318.540863510763,"+"
"KRR1","chr19_53558899_53559157",318.537482182753,"-"
"YTHDC2","chr7_36674009_36724021",318.440235153011,"+"
"EIF4B","chr10_72216138_72220053",318.429228626268,"+"
"CPSF7","chr6_2902865_2903200",318.420334258733,"+"
"RPS3","chr2_215379317_215382211",318.407617784773,"+"
"YTHDC1","chr7_30550781_30561465",318.386998241013,"+"
"RPS3","chr6_41068953_41070075",318.373824155419,"+"
"UHMK1","chr22_29767607_29769677",318.366553934578,"+"
"TEP1","chr12_122981299_122981594",318.342017859661,"-"
"PRPF3","chr2_99360549_99363644",318.339331389333,"-"
"YTHDF3","chr17_78702240_78708196",318.290717592421,"+"
"LSM6","chr15_42548965_42559338",318.256706014265,"+"
"ZC3H7A","chr2_38745187_38746693",318.249771806124,"+"
"SNRPB","chr14_69658713_69670315",318.23334695086,"+"
"TROVE2","chr15_64075537_64088686",318.206642865714,"-"
"RBM10","chr22_17203889_17207070",318.189437062063,"+"
"TAF15","chr6_24840775_24842861",318.188315697741,"-"
"PTBP1","chr7_48103411_48106872",318.063076300341,"+"
"HNRNPR","chr5_73006549_73006633",318.034494969136,"+"
"SSB","chr1_153930857_153931022",318.013217452954,"+"
"TEP1","chr11_60177415_60178259",317.957843830299,"+"
"TLR2","chr4_87499585_87529044",317.954345246658,"+"
"ZFP36","chr15_85575329_85577762",317.954087969446,"+"
"SFMBT2","chr17_44345605_44349157",317.933928844315,"-"
"SAFB","chr14_71735391_71738240",317.932500235708,"+"
"NCL","chr3_127821838_127823083",317.929736670343,"+"
"RBM5","chr22_40552367_40636477",317.903748424311,"+"
"TROVE2","chr6_159775313_159776149",317.883691488614,"+"
"PARP14","chr9_111666946_111669271",317.850310485824,"-"
"EIF4H","chr6_31615736_31616343",317.782893971574,"-"
"PUM1","chr8_144098994_144099276",317.78077979982,"+"
"YBX1","chr4_87499585_87529044",317.735611572479,"+"
"HNRNPH1","chr11_76998821_77011329",317.734875509609,"-"
"RPS3","chr19_45165194_45178134",317.716133210171,"+"
"PABPC3","chr6_36678798_36684096",317.710623438973,"-"
"ZRANB2","chr1_71065137_71066775",317.613420306308,"+"
"PAN3","chr19_10677310_10679096",317.577971107356,"+"
"RPS3","chr2_73732285_73734428",317.570377942514,"+"
"KRR1","chr1_22654160_22659439",317.553963723775,"-"
"EIF3B","chr11_8911671_8914825",317.551304068438,"+"
"HNRNPH2","chr10_35207051_35211655",317.49526374731,"-"
"RPS3","chr15_45587525_45597879",317.483390282586,"+"
"RNPS1","chr9_136992704_136992924",317.481909553925,"+"
"PARP12","chr12_122511188_122513766",317.435567825569,"+"
"ZFP36L1","chr3_98770956_98771120",317.335001631444,"+"
"ZC3H18","chr11_60939638_60942034",317.298636124568,"+"
"PPIE","chr17_38815741_38820900",317.298234432947,"+"
"CIRBP","chr12_53462567_53465931",317.275983246349,"-"
"SNRPD1","chr8_129871496_129903311",317.264538586149,"+"
"POLR2G","chr12_124913765_124914586",317.201178792528,"-"
"YTHDC1","chr18_46016776_46024608",317.189725658455,"+"
"HNRNPD","chr5_150402625_150405084",317.186998324827,"-"
"TIPARP","chr19_54200961_54201159",317.177821133591,"-"
"ANKHD1","chr9_83978452_83980152",317.171969691133,"+"
"LARP4","chr22_37677065_37679602",317.105380494185,"-"
"TAF15","chr3_152244440_152299404",317.096006325204,"+"
"ZC3H3","chr6_63646795_63679999",317.073588311481,"+"
"SFPQ","chr3_183833589_183840569",317.034584471352,"+"
"HNRNPA2B1","chr1_204542944_204546796",317.032176919328,"+"
"POLR2G","chr3_100736716_100744832",317.02705875917,"+"
"MBNL1","chr10_116960230_116962545",317.015267321135,"+"
"RPS3","chr12_76047718_76048392",316.973556422345,"-"
"PPIL4","chr4_83105020_83114665",316.966323072013,"-"
"QKI","chr1_45568177_45568926",316.966301824779,"+"
"HNRNPA2B1","chr4_82355401_82356795",316.956046725046,"+"
"HDLBP","chr1_46594280_46604226",316.933700888304,"+"
"PABPC1","chr11_10559894_10560494",316.89167925795,"+"
"PAN3","chr4_87980434_87981474",316.861981762968,"+"
"HNRNPL","chr2_227325427_227332418",316.860201232086,"+"
"SNRPB2","chr9_89332986_89334635",316.82734481592,"+"
"FUS","chr10_96209907_96215320",316.735254701568,"+"
"PARP14","chr16_31201841_31202416",316.709135909561,"-"
"RBM39","chr8_89758233_89762828",316.708583780285,"-"
"QKI","chr2_230215118_230219873",316.705929075354,"-"
"SPEN","chr19_35739626_35741023",316.629779333661,"-"
"SLTM","chr19_54106011_54106810",316.620884018441,"-"
"ASCC1","chr2_191678705_191678989",316.619979178003,"+"
"SNRPD2","chr2_156330188_156332479",316.533498330341,"-"
"RBM8A","chr17_82246039_82248874",316.523272756589,"+"
"LARP1","chr1_6785575_6825091",316.513915484394,"+"
"RBM8A","chr6_31269385_31269492",316.444885649996,"+"
"PPP1R10","chr6_37022370_37024772",316.400409604604,"-"
"ZC3H11A","chr17_44322528_44322807",316.398939246198,"+"
"POLR2G","chr19_39333126_39335434",316.37333897357,"-"
"ZC3HAV1","chr2_127050912_127059010",316.308505988264,"+"
"FUS","chr22_31283288_31289314",316.300642541083,"+"
"ZFP36L1","chr11_116830637_116830772",316.25279906457,"+"
"RBM5","chr6_41276230_41282394",316.248334169584,"+"
"SNRPC","chr3_146525647_146533469",316.219053086324,"+"
"HDLBP","chr15_85583076_85585701",316.210567381324,"+"
"RBM39","chr15_99598511_99632977",316.187345898651,"-"
"PUM2","chr10_30434748_30438915",316.165693450576,"+"
"PABPC1","chr15_75208876_75210748",316.071953207909,"+"
"RNPC3","chr10_68338642_68339139",316.060138602675,"+"
"SYNCRIP","chr2_135605016_135621493",316.025705934215,"+"
"PABPC1","chr1_70247149_70249951",316.021586885913,"+"
"ZFP36L2","chr6_31354526_31354632",316.013570381929,"+"
"HNRNPC","chr11_8962183_8964208",315.965435074158,"+"
"RPS3","chr19_45413745_45414860",315.94785734127,"-"
"PABPC1","chr13_110893263_110906032",315.899399106384,"+"
"PNPT1","chr16_635063_635280",315.895887158779,"-"
"LARP4B","chr12_68869495_68871783",315.859974178818,"+"
"UNKL","chr7_99409004_99410033",315.838684463244,"-"
"HNRNPH1","chr12_56774165_56781973",315.812844945025,"+"
"SYNCRIP","chr5_178211970_178214795",315.795066784952,"+"
"SNRPC","chr1_173914919_173915017",315.786997543626,"-"
"RBMS1","chr8_73979171_73981154",315.742408226978,"-"
"PCBP2","chr14_103123951_103126309",315.70114471948,"+"
"SAMD4B","chr12_124912734_124913190",315.697242817329,"+"
"SNRPG","chr15_92997095_92997252",315.682051288287,"+"
"HNRNPA2B1","chr6_46708161_46710544",315.62896267718,"+"
"ZNF638","chr1_52896597_52897436",315.627476748986,"+"
"SRRM1","chr20_5604440_5609639",315.618636213707,"+"
"QKI","chr4_82426129_82427189",315.583182986705,"+"
"GRSF1","chr12_46243314_46268864",315.531548918821,"+"
"PTBP1","chr22_41680364_41688793",315.483253190487,"-"
"ZRSR2","chr7_43758734_43771137",315.460158392736,"-"
"SLTM","chr1_97679182_97688034",315.457315216255,"-"
"SNRPE","chr10_93601046_93601361",315.426378928988,"-"
"LARP1B","chr2_233122257_233125744",315.412277199947,"+"
"GTF3A","chr16_31182664_31183860",315.396495748754,"+"
"RBM4","chr20_34073635_34075873",315.374756126631,"+"
"ZC3H7A","chr16_31201841_31202416",315.371972332599,"-"
"PTBP1","chr5_119456368_119473907",315.323083015009,"+"
"NCL","chr22_36480837_36481563",315.298346573714,"+"
"DND1","chr1_46934559_46935522",315.293515622225,"+"
"ZRSR2","chr3_152300367_152414940",315.286725819745,"+"
"FMR1","chr6_35637158_35640426",315.252944853089,"-"
"PARP10","chr21_42897047_42908863",315.214060476371,"+"
"SART3","chr5_39213017_39219442",315.188742773169,"+"
"ZNF638","chr20_18567596_18569235",315.170407493315,"+"
"HNRNPA2B1","chr6_32844274_32845329",315.125708548168,"+"
"NAA38","chr5_96762372_96765223",315.051907715811,"+"
"SYNCRIP","chr19_18899709_18899872",315.023289670398,"+"
"HNRNPA2B1","chr7_26190460_26192494",315.008818498623,"-"
"YBX1","chr17_16382111_16382567",314.992640661127,"-"
"SFPQ","chr14_24231737_24232249",314.96487714772,"+"
"G3BP2","chr7_48101982_48106872",314.915172764746,"-"
"RBM7","chr4_99316302_99318045",314.914172821459,"+"
"PCBP1","chr2_23823569_23828848",314.879108620718,"+"
"ZC3H15","chr12_102852950_102855135",314.869350006385,"+"
"RBMS1","chr12_110492122_110496011",314.866347338844,"-"
"TRA2B","chr2_197489247_197493323",314.789333291703,"-"
"FUS","chr1_39570002_39571233",314.746525498119,"+"
"PTBP1","chr9_129634221_129635207",314.710569672224,"+"
"NOL8","chr2_159478721_159516278",314.688715696585,"+"
"PPARGC1B","chr1_158355569_158355826",314.669956161587,"-"
"G3BP1","chr7_95406247_95409900",314.633233095462,"+"
"SF1","chr3_186788420_186789124",314.572872191949,"+"
"DHX8","chr19_54636652_54667872",314.54345485451,"-"
"RBM8A","chr2_40430301_40451903",314.530990497241,"+"
"UHMK1","chr20_44885886_44887647",314.527420704362,"+"
"SNRPG","chr21_25734375_25734852",314.496980367803,"-"
"GTF3A","chr1_45568177_45568926",314.465637502117,"-"
"TLR2","chr6_31354526_31354632",314.444171268979,"+"
"EIF4H","chr7_93146040_93147087",314.397543482483,"+"
"HNRNPL","chr1_146988949_146989573",314.363753752581,"+"
"RBM39","chr10_32345623_32346762",314.337978021981,"+"
"EIF4B","chr5_79641196_79642843",314.328239426094,"+"
"RBM5","chr16_75641723_75644282",314.322371902372,"+"
"HDLBP","chr9_83969380_83970161",314.313866316792,"+"
"HNRNPA3","chr13_19970071_19993062",314.279534025335,"+"
"TTC14","chr2_171061156_171082780",314.27313229529,"+"
"HNRNPH3","chr20_64076954_64079872",314.268705594011,"-"
"FUS","chr12_112013609_112022149",314.21255465219,"+"
"RBM17","chr2_30155910_30156627",314.189682944441,"+"
"YTHDC1","chr8_143820716_143821596",314.187716804085,"+"
"CPEB4","chr11_71999662_71999926",314.16941950827,"-"
"HNRNPH3","chr5_180815282_180815413",314.127468400344,"+"
"MBNL1","chr19_44914949_44919172",314.058282463807,"-"
"PABPC4","chr10_114163329_114174014",314.022882684603,"-"
"PABPN1","chr1_155308965_155310063",314.01856036906,"+"
"RBM33","chr10_72216072_72223887",314.012470169823,"-"
"ZFP36","chr10_11257872_11266597",313.947533087313,"-"
"ZCRB1","chr8_56211837_56214597",313.931795628814,"-"
"SLBP","chr1_45551155_45566568",313.909409301945,"+"
"SRRM1","chr15_85658590_85662387",313.90167993444,"+"
"ZC3H12A","chr22_39318566_39319594",313.879406752694,"-"
"SNRNP70","chr7_29030759_29071772",313.833791233644,"-"
"RBM6","chr12_120496216_120496401",313.829154383494,"+"
"LSM3","chr10_72216072_72223887",313.806744864826,"-"
"G3BP2","chr17_16126206_16137310",313.797331608239,"+"
"RBM25","chr2_237751271_237753308",313.766635264484,"+"
"UNKL","chr8_11846616_11847051",313.738740085163,"-"
"SAFB","chr7_36674009_36724021",313.721646189198,"-"
"PTBP1","chr15_89317536_89317938",313.664220666963,"+"
"TRA2A","chr12_123423157_123436081",313.66402584746,"-"
"HNRNPH1","chr12_56763414_56773833",313.652316937297,"+"
"SAFB2","chr1_155260659_155261656",313.625796418793,"+"
"PCBP1","chr2_23823569_23828848",313.610951179244,"+"
"ASCC1","chr11_85631316_85631686",313.600850376693,"+"
"SRRM2","chr1_161223425_161223594",313.588004628187,"+"
"FUS","chr19_54666749_54667634",313.583564102633,"-"
"RPS3","chr16_66558348_66565885",313.575748629275,"-"
"MCM3AP","chr12_53441800_53442694",313.5101048614,"-"
"SNRPD3","chr17_81906898_81907553",313.476805969293,"+"
"EIF3B","chr5_140645725_140647255",313.394042473671,"-"
"HNRNPR","chr19_16652961_16654034",313.362302905964,"+"
"TIA1","chr11_130137291_130140397",313.268974010983,"+"
"PABPC4","chr19_51372202_51372378",313.249961878435,"-"
"TLR2","chr11_125102317_125102733",313.125239757328,"+"
"TRMT1","chr4_8216257_8218270",313.12504598405,"+"
"EIF4B","chr4_74446782_74450379",313.124123753697,"-"
"ZNF638","chr8_691096_692477",313.12231932847,"+"
"HNRNPA3","chr7_12687043_12688165",313.105701484793,"+"
"TRA2A","chr1_40362436_40406735",313.084722153092,"+"
"POLR2G","chr6_42929721_42935573",313.077710524542,"-"
"PABPC1","chr7_23260773_23266516",313.072162761993,"+"
"PARP14","chr4_48897857_48899828",313.058357942672,"+"
"APTX","chr3_28241812_28316332",313.019415267926,"-"
"HNRNPD","chr13_113177976_113178173",312.95829691368,"+"
"HNRNPM","chr19_8455574_8463496",312.941451428389,"+"
"RPS3","chr19_14408009_14408487",312.932233356628,"-"
"TIAL1","chr10_119576750_119576846",312.899845357045,"+"
"HNRNPA1","chr19_48965916_48966280",312.890197099934,"+"
"ZFP36L2","chr11_60392786_60394945",312.844726128138,"+"
"TLR2","chr12_122522299_122522798",312.838173932172,"+"
"YBX1","chr3_58204881_58208217",312.823823984153,"-"
"PARP10","chr11_118203665_118210486",312.767446681897,"+"
"EIF4H","chr5_140539083_140539358",312.757670802781,"+"
"TLR2","chr11_33731468_33736381",312.754273771168,"-"
"ZC3H3","chr19_38305507_38306881",312.751856307758,"+"
"YTHDC1","chr9_99825832_99826729",312.702556060184,"+"
"SF1","chr10_77404023_77637264",312.699243616053,"+"
"HNRNPH1","chr16_55537632_55545734",312.683640558425,"+"
"SNRNP70","chr18_9195698_9204475",312.668528992196,"-"
"ZFP36L1","chr10_114163329_114174014",312.653240799226,"+"
"SFMBT2","chr22_44185872_44186576",312.587678133619,"-"
"ENOX2","chr8_30074051_30082846",312.563062045441,"-"
"ASCC1","chr11_130137291_130140397",312.533711286578,"+"
"EIF2S1","chr5_58493683_58494246",312.476123489099,"-"
"HELZ","chr2_233122257_233125747",312.466539074013,"-"
"RBM27","chr7_128947056_128947277",312.462388139201,"+"
"SRRM1","chr3_38129388_38131925",312.457252511421,"+"
"FUBP1","chr3_38140549_38140756",312.439355466146,"+"
"YBX1","chr2_108588628_108659604",312.417510656483,"+"
"SNRPC","chr7_113118161_113118439",312.404196742257,"+"
"SNRPF","chr4_82424883_82425562",312.400315691419,"-"
"ANKHD1","chr6_3012674_3016883",312.394071148843,"+"
"ZNF638","chr11_66640123_66646026",312.369954465091,"-"
"TTC14","chr10_28596041_28608185",312.353026948568,"+"
"TIPARP","chr7_66573550_66576754",312.351413815304,"+"
"FXR1","chr19_58554236_58554864",312.325664219165,"-"
"UNKL","chr19_54356619_54356711",312.299342426816,"-"
"RBM47","chr3_9689082_9689963",312.288215996468,"+"
"TLR2","chr19_35904634_35907217",312.274437683124,"+"
"PABPC1","chr1_40344910_40362299",312.243915170706,"+"
"SNRPG","chr2_101991996_102008514",312.168662963991,"+"
"HNRNPL","chr10_69097235_69103874",312.085432175461,"-"
"YTHDF3","chr12_56182079_56184174",312.078011619615,"+"
"SNRPE","chr6_52756309_52799180",311.997119028098,"-"
"YBX1","chr6_46708161_46709326",311.995496873088,"+"
"SNRPN","chr17_5214836_5214924",311.971005048533,"-"
"PARN","chr2_159448409_159478574",311.951980191757,"-"
"PPARGC1B","chr1_40403746_40406735",311.912836965691,"-"
"RBM34","chr19_19031082_19033436",311.878736325398,"-"
"RNF113A","chr5_134624037_134632727",311.776637705974,"+"
"RPS3","chr17_82019381_82019857",311.693999231934,"+"
"TIA1","chr17_16149517_16151589",311.685963820748,"+"
"RPS3","chr17_45246330_45246866",311.657418194838,"+"
"HNRNPM","chr13_31141259_31145562",311.65041491706,"-"
"PABPC1","chr6_122796968_122801309",311.63224348858,"+"
"ZC3HAV1","chr1_147190249_147208851",311.630568016606,"+"
"HNRNPF","chr2_201118901_201129728",311.628874959338,"+"
"SNRPB","chr1_40059458_40060069",311.576327537563,"-"
"CIRBP","chr17_82244831_82248874",311.539458901876,"+"
"ZFP36L1","chr9_114060270_114061423",311.507388058081,"-"
"LSM4","chr6_46717096_46735179",311.500683959767,"-"
"EIF3G","chr15_69453020_69453646",311.500668949721,"+"
"HNRNPK","chr17_82019219_82019292",311.493735994581,"+"
"RBM42","chr9_111666946_111669271",311.462803667796,"-"
"SYNCRIP","chr5_172769132_172770585",311.419773777186,"-"
"HNRNPH1","chr2_241268541_241315101",311.384903887004,"-"
"SFPQ","chr22_40955446_40964046",311.348660700777,"+"
"SNRPB2","chr10_114163329_114174014",311.334467883714,"-"
"SNRPG","chr12_102852950_102855135",311.301087615367,"+"
"MBNL1","chr14_20684758_20693546",311.286041433319,"+"
"HNRNPC","chr1_174874506_174957456",311.202813743242,"+"
"RBM3","chr9_19123476_19123564",311.198499251559,"-"
"PABPC1","chr2_218228850_218238663",311.18986284982,"-"
"YBX1","chr2_84906117_84906388",311.182236141349,"+"
"PARP12","chr19_44617905_44618075",311.090864517256,"-"
"PARN","chr8_42049302_42051900",311.07829279028,"-"
"NAA38","chr19_9827984_9828326",311.068502723144,"-"
"EIF2S1","chr1_154214574_154220341",311.011935616505,"+"
"SNRPG","chr17_81891841_81894466",310.958670526118,"-"
"PUM2","chr5_131162676_131165059",310.923504155016,"+"
"LENG9","chr5_172768044_172768748",310.908425671312,"+"
"KIAA0430","chr7_155298697_155308240",310.903206836714,"+"
"PABPN1","chr7_106275049_106277083",310.813450694941,"+"
"PUM1","chr11_60183331_60184272",310.805751504112,"-"
"RBMS1","chr16_10866572_10895281",310.801612409246,"+"
"NONO","chr3_66221127_66243202",310.785326524567,"+"
"RNPC3","chr1_108696351_108698603",310.754916093828,"+"
"PABPC1","chr1_182385887_182386361",310.742201771675,"+"
"FUS","chr20_41533570_41618339",310.738187128233,"-"
"EIF4B","chr12_8536205_8539199",310.724073354491,"-"
"KRR1","chr11_47565986_47569699",310.683109683394,"+"
"RC3H1","chr1_43975107_43976089",310.666255623036,"+"
"PABPN1","chr2_191682017_191682491",310.655748285364,"+"
"HNRNPF","chr15_83122003_83124671",310.649684541426,"+"
"TROVE2","chr6_79201726_79202275",310.618797959237,"-"
"RBMX","chr12_110436204_110436664",310.6165903787,"-"
"YTHDF3","chr2_108534594_108659604",310.557711366635,"-"
"RBM17","chr2_227325427_227330625",310.544927978091,"+"
"YBX1","chr19_5613527_5616131",310.537124336855,"+"
"ZFP36L1","chr7_99758228_99760818",310.49998164512,"+"
"PARP10","chr2_86170841_86171207",310.491070395938,"+"
"FUBP1","chr4_75981545_75981932",310.465685952347,"+"
"PABPC4","chr12_15882819_15889927",310.438219889463,"+"
"SFMBT2","chr6_46708161_46710544",310.436637048827,"-"
"SRRM2","chr20_5584322_5593326",310.428173280478,"+"
"PABPC1","chr6_131576735_131579110",310.417141797739,"+"
"SFPQ","chr13_32764588_32770120",310.391486336011,"+"
"SNRPB","chr12_54283234_54283811",310.365502214686,"-"
"YTHDF3","chr17_7559702_7560048",310.340393374135,"+"
"SNRPD2","chr14_94110797_94114850",310.340145149906,"-"
"RPS3","chr13_37048599_37051487",310.336127889733,"+"
"NONO","chr13_102766580_102767272",310.313872404495,"+"
"POLDIP3","chr6_31639646_31640198",310.261522457337,"-"
"ZC3H15","chr2_222887888_222908732",310.240429670085,"+"
"KRR1","chr7_115956793_115984261",310.239269145709,"+"
"SNRPD3","chr19_39329073_39333076",310.235941324874,"-"
"TIPARP","chr14_34605717_34609637",310.231104685881,"-"
"ANKRD17","chr3_47917174_47921764",310.229995275165,"-"
"PAN3","chr3_183833589_183840569",310.212208630344,"+"
"RNF113A","chr19_49514486_49521694",310.205183779718,"-"
"HNRNPA1","chr13_27253843_27255241",310.187212898104,"-"
"ZC3H11A","chr19_46846142_46850133",310.165233032199,"-"
"RBM39","chr19_43649143_43655438",310.164794060374,"-"
"RBMX","chr10_7802854_7807658",310.164652901497,"-"
"SNRPB2","chr3_37251484_37273535",310.130040280401,"+"
"HNRNPC","chr6_32949889_32952948",310.122278982838,"-"
"MCM3AP","chr3_179604939_179616982",310.112749968805,"+"
"PAN3","chr8_17923188_17935588",310.069403542005,"+"
"SART3","chr2_159412545_159428310",310.062774540548,"-"
"NCL","chr17_30481257_30484213",310.060491633925,"+"
"SNRPD3","chr2_131132991_131140166",310.014051778999,"+"
"ZRANB2","chr6_37025938_37027428",310.006901109412,"-"
"LSM3","chr2_159412545_159428310",309.99131298035,"+"
"HNRNPD","chr18_9204544_9208656",309.984078257571,"+"
"ZC3H7A","chr14_75147737_75147832",309.978677669082,"+"
"ZFR","chr14_23960003_23967210",309.977844605553,"+"
"HELZ","chr2_171687627_171690146",309.942431719995,"+"
"HNRNPM","chr1_1721711_1722587",309.934004685808,"+"
"YTHDF3","chr9_121075067_121088295",309.891601483774,"-"
"RBM25","chr10_79806122_79808758",309.860776332353,"+"
"POLR2G","chr17_7559702_7560048",309.824249586268,"-"
"KRR1","chr5_96722698_96726793",309.800369620426,"+"
"CSDE1","chr11_60181741_60182371",309.796300834683,"-"
"SSB","chr17_6760601_6762154",309.717380795351,"+"
"PABPC1","chr3_120644619_120646266",309.656732179358,"-"
"CCAR1","chr2_224893652_224896294",309.654193442047,"+"
"TAF15","chr11_85976682_85978069",309.648014462839,"+"
"SRRM2","chr5_134624037_134632727",309.625616141988,"+"
"ZFP36L2","chr6_31354665_31355106",309.610613784361,"+"
"SNRPB","chr13_32537027_32538777",309.573133973712,"+"
"SNRPD3","chr15_63529166_63532646",309.540180407808,"+"
"MBNL2","chr12_56785016_56785901",309.502464203701,"-"
"RBM8A","chr8_89758233_89765340",309.456368913234,"+"
"PUM1","chr14_22955176_22956915",309.455132277626,"+"
"HNRNPA3","chr14_21022497_21023240",309.442274811723,"+"
"PCBP1","chr17_7560872_7560998",309.430043955814,"+"
"PUM1","chr7_74210088_74215946",309.411607205489,"+"
"PABPC1","chr1_70246907_70247116",309.345958204491,"+"
"TTC14","chr14_34605717_34609637",309.30334729101,"-"
"PPIE","chr3_170145521_170171372",309.284305245147,"-"
"SF1","chr17_7076636_7076732",309.272551346385,"-"
"PUM2","chr20_50276390_50277490",309.237453084583,"-"
"HNRNPM","chr1_43975107_43976089",309.192333087386,"+"
"PTBP1","chr3_38139028_38140387",309.191712796307,"+"
"GRSF1","chr5_39153604_39219442",309.168426994534,"-"
"RBMX2","chr5_135339575_135343259",309.161456189359,"-"
"TLR2","chr12_94412591_94459556",309.066152427233,"+"
"GRSF1","chr1_40074183_40078559",308.98782751684,"-"
"YBX1","chr15_85658590_85662387",308.987599093597,"+"
"RBM5","chr11_502181_504823",308.98626661223,"+"
"RBM47","chr2_227815568_227817061",308.982042925866,"-"
"PPP1R10","chr14_20955536_20955766",308.967111732579,"+"
"UHMK1","chr6_130956499_131063154",308.944356390489,"+"
"SAMD4B","chr1_228146067_228146860",308.941671217986,"-"
"GTF3A","chr8_109339390_109340490",308.894596144709,"+"
"SAMD4B","chr19_53539282_53555844",308.877324596114,"-"
"RBM34","chr18_9937066_9944923",308.870437172385,"-"
"LSM3","chr1_111477078_111477333",308.843464485053,"-"
"NAA38","chr2_48314814_48346200",308.842722398998,"-"
"KRR1","chr6_106099094_106099299",308.785798779236,"+"
"RBM8A","chr2_8682674_8682842",308.755009759174,"-"
"KRR1","chr3_28241812_28316332",308.713310904934,"+"
"MCTS1","chr1_204532246_204537429",308.65656940601,"-"
"PARP10","chr15_101285801_101286907",308.651335859796,"+"
"MKRN2","chr15_34225658_34227692",308.648448687189,"-"
"EWSR1","chr11_112085462_112085977",308.624422159522,"+"
"HNRNPR","chr2_187431364_187448038",308.61282526435,"+"
"ZFP36L1","chr2_101004308_101005958",308.58456349512,"-"
"RBMX","chr21_33599285_33602233",308.577166610207,"+"
"PARP10","chr1_161675313_161677327",308.562514726449,"-"
"SNRPD3","chr16_55537632_55541837",308.536170481185,"+"
"TIPARP","chr6_31355592_31355737",308.526457730107,"-"
"YTHDC1","chr6_31836517_31837235",308.508384572135,"+"
"G3BP1","chr13_32537027_32538777",308.499540461007,"+"
"PABPC1","chr4_153688047_153702891",308.46157495728,"+"
"CPEB4","chr6_31586807_31587199",308.454711745067,"-"
"SRRM2","chr11_46367747_46368004",308.413212260322,"+"
"ZRANB2","chr7_115956793_115984261",308.409939323825,"+"
"SPEN","chr1_146189373_146228708",308.394215117473,"+"
"FXR1","chr2_227813987_227815456",308.354698873812,"+"
"YBX1","chr5_96762372_96765223",308.352687872672,"+"
"KIN","chr10_7780307_7787819",308.332252870832,"+"
"TRMT2A","chr5_180793097_180803601",308.181199298083,"-"
"PARP10","chr1_173907514_173909551",308.180861467311,"+"
"PARP10","chr2_203272748_203278572",308.109026037229,"+"
"ZFP36","chr7_66573550_66576754",308.087071157074,"+"
"SLBP","chr1_45551155_45566568",308.058646138718,"+"
"ZNF638","chr12_79798584_79806165",308.016857976638,"-"
"SNRPD2","chr8_102843747_102858012",307.984661185375,"+"
"SNRPD2","chr13_108270424_108303252",307.934968330531,"-"
"UHMK1","chr1_155319688_155320408",307.915635257354,"-"
"SF3B4","chr11_47565986_47571470",307.905486275779,"-"
"PABPC3","chr1_44804501_44805265",307.894986425832,"+"
"PUM1","chr11_60183331_60183858",307.842323057404,"+"
"CPSF7","chr16_88859972_88860910",307.839915264729,"+"
"SNRPD2","chr4_139072039_139073453",307.81505131645,"+"
"SNRPB","chr13_32537027_32538777",307.799815644608,"+"
"SNRPB","chr10_30434748_30438915",307.759223815949,"-"
"MKRN1","chr7_26193373_26195846",307.72915855589,"-"
"HNRNPA2B1","chr16_31182664_31183857",307.672729387091,"+"
"NONO","chr12_101726497_101728900",307.669425802859,"+"
"RC3H2","chr10_128049666_128060938",307.637521878787,"-"
"HNRNPF","chr7_99409004_99410033",307.563354280183,"-"
"SNRPF","chr6_41937394_42048500",307.537832029222,"+"
"SNRPB","chr5_112992770_112993105",307.502650126375,"+"
"RBM42","chr16_670175_670248",307.4900608511,"+"
"SF1","chr15_78939171_78944777",307.4741548147,"+"
"SNRPD2","chr8_80003180_80030035",307.399458681127,"+"
"PAN3","chr2_27772692_27779432",307.315314776634,"-"
"SNRPD2","chr12_10118590_10125296",307.301031579165,"-"
"PCBP2","chr14_55580354_55612018",307.297734523808,"+"
"PABPC4","chr19_54576109_54587209",307.296097933599,"+"
"TRMT1","chr1_160739356_160749820",307.279078357324,"-"
"SNRPD2","chr22_41680364_41682355",307.2538567403,"+"
"RBM17","chr9_72359521_72360627",307.169000548681,"+"
"ASCC1","chr9_134910000_134911132",307.14149581496,"-"
"YTHDF2","chr14_92704707_92709671",307.094458949894,"-"
"RBM23","chr3_146517167_146525604",307.069044695039,"+"
"SLTM","chr8_17940158_17947185",307.039860528636,"+"
"YBX1","chr6_135495898_135497187",307.020755882229,"+"
"RBM34","chr6_41276230_41282394",306.983946279422,"-"
"SNRPN","chr4_82426129_82427189",306.978246356427,"-"
"TIPARP","chr1_161591398_161592128",306.921728551216,"+"
"HNRNPM","chr6_144577288_144678405",306.86915538556,"+"
"KHSRP","chr1_207340508_207359545",306.865882425736,"+"
"PABPC4","chr1_1721711_1722587",306.849174971423,"-"
