"RBP","AS_Site","Contribution","Direction"
"ENOX2","chr10_73773041_73773193",1122.95078229973,"-"
"PUM1","chr16_26584944_26594736",1122.74491442927,"-"
"MATR3","chr14_21854173_21854803",1122.63253070024,"+"
"RBM25","chr3_152300367_152301918",1122.56374980362,"-"
"SAMD9","chr4_87047594_87084122",1122.50600613525,"-"
"YBX1","chr10_74138382_74150754",1122.29349885472,"-"
"RBMXL1","chr16_27314020_27340185",1121.93647113186,"+"
"SNRPB","chr4_82359639_82371527",1121.6277540282,"-"
"SNRNP70","chr1_77968203_77969021",1121.50830651574,"+"
"ACIN1","chr14_73099750_73100300",1121.32659306195,"-"
"FUS","chr4_102826636_102827943",1121.12515624396,"+"
"LSM5","chr6_73480805_73482039",1121.1022822741,"-"
"SAMD3","chr5_134143640_134146200",1120.2313337603,"-"
"CSDE1","chr12_51302115_51302517",1119.76806093688,"-"
"SNRPG","chr2_97122993_97124459",1119.72402861194,"-"
"SNRPG","chr2_97194917_97205939",1119.54054908796,"+"
"PABPC1","chr17_73209768_73227164",1119.37514466162,"-"
"PCBP2","chr9_129880289_129880378",1119.36673495376,"+"
"RBM4","chr3_56745462_56751299",1119.32888963011,"+"
"PCBP1","chr11_61416519_61419921",1119.26320862265,"-"
"HNRNPL","chr4_118278792_118279388",1119.22336524735,"+"
"PUF60","chr8_42272205_42288633",1119.17237456469,"-"
"YTHDF2","chr10_46268857_46269381",1118.91608706039,"-"
"HNRNPR","chr9_21008146_21011588",1118.86337534731,"-"
"LCP2","chr7_74210088_74215946",1118.74742315411,"-"
"ZFP36","chr21_44928822_44928909",1118.51305167281,"-"
"SNRPG","chr22_41784420_41793828",1118.45290648,"-"
"NAA38","chr3_152415111_152445281",1118.37940662068,"-"
"SF3A1","chr3_138187599_138209816",1118.01244871056,"-"
"SNRPB","chr19_5657347_5661520",1117.9517904582,"-"
"ZRANB2","chr19_49556993_49557080",1117.80062465431,"-"
"PTBP1","chr17_73209768_73232085",1117.66361804293,"-"
"EIF4H","chr10_80454371_80468546",1117.63893526708,"+"
"G3BP1","chr13_26221330_26221781",1117.54480116642,"-"
"CCAR1","chr12_10553516_10572237",1117.20744721748,"+"
"G3BP1","chr10_68337333_68338502",1117.18385252496,"-"
"SASH3","chr18_3254050_3255745",1117.18075667642,"+"
"RBM25","chr5_135346057_135352945",1117.1241069403,"-"
"PUF60","chr12_53200446_53201117",1117.00967870229,"+"
"HNRNPH3","chr14_100097658_100102303",1116.77484693806,"-"
"TRMT2A","chr17_75181188_75182381",1116.53191746163,"+"
"YBX1","chr3_48295235_48296118",1116.07243883167,"-"
"HNRNPM","chr3_196939432_196942425",1115.95899760487,"-"
"LSM5","chr18_47896809_47930360",1115.93454502155,"-"
"MCTS1","chr14_92093318_92093745",1115.72535754276,"-"
"HNRNPR","chr9_111666946_111669271",1115.70707726897,"-"
"LSM5","chr3_188154252_188225404",1115.40779991126,"+"
"YBX1","chr3_50332154_50337904",1114.66435384734,"-"
"PABPC3","chr8_17939861_17940041",1114.51241353863,"-"
"PPP1R10","chr6_75634811_75640686",1114.48838046915,"-"
"LSM4","chr16_21625115_21655229",1114.37717667002,"-"
"SAMSN1","chr14_35046628_35053277",1114.32063088562,"-"
"SFPQ","chr17_73209768_73232085",1114.12389317167,"+"
"GTF3A","chr11_134248484_134249166",1114.07423739522,"-"
"ZC3H7A","chr16_58555908_58556861",1113.92620371093,"-"
"SNRPG","chr2_95958663_95960638",1113.90266462522,"-"
"NONO","chr22_19475100_19475495",1113.88784370855,"-"
"EWSR1","chr19_49909884_49929325",1113.00603778544,"-"
"G3BP2","chr2_73927052_73938909",1112.9007765292,"-"
"RBM5","chr10_6582201_6583675",1112.7505225032,"-"
"TIAL1","chr10_98431291_98433982",1112.68901860237,"-"
"SCML4","chr2_97538363_97558798",1112.64464485629,"+"
"ZC3H6","chr11_118339494_118339774",1112.54675836419,"-"
"HNRNPK","chr8_27450895_27451484",1112.19700690025,"-"
"RALY","chr1_110896733_110899123",1111.93540876633,"-"
"RNPS1","chr18_49491584_49491735",1111.66343281053,"+"
"PHC3","chr17_35657791_35671753",1111.63800905566,"-"
"RBM12","chr1_203008810_203014888",1111.51741215973,"-"
"STIM1","chr3_48922811_48927461",1111.41109928223,"-"
"NAA38","chr9_40994699_41008880",1111.26472665309,"+"
"SAMD3","chr11_102317571_102319876",1111.18982584316,"-"
"SNRPE","chr12_122981266_122981570",1111.15758784412,"+"
"DGKD","chr5_131162676_131165059",1111.02363568808,"-"
"L3MBTL3","chr3_43286675_43303097",1110.96552184171,"-"
"ZFP36L2","chr11_104905557_104908834",1110.62493802424,"-"
"PARP14","chr7_24842413_24852503",1110.41072649319,"-"
"RBM25","chr2_9418732_9419989",1110.23024541276,"-"
"SAFB","chr19_54502952_54507890",1110.20022223138,"+"
"SNRPD1","chr3_114974416_115147218",1110.0167910582,"+"
"PABPC4","chr7_143381409_143381559",1109.91056812131,"-"
"NAA38","chr5_175492267_175509060",1109.88594533159,"-"
"HNRNPC","chr2_85696056_85697505",1109.87875135713,"-"
"SAMD9","chr3_134482931_134485951",1109.76639496486,"-"
"RNF113A","chr2_239236664_239352677",1109.7215713242,"+"
"RPS3","chr11_75401733_75402352",1109.71358782542,"-"
"RBM17","chr1_154157721_154169304",1109.70984762104,"+"
"U2AF1L4","chr22_24270983_24276699",1109.16494832602,"-"
"HNRNPH3","chr1_206471245_206473199",1109.13510862497,"-"
"NOL8","chr1_206905147_206921817",1108.95030704229,"+"
"SAMSN1","chr14_22549682_22550556",1108.94819101758,"+"
"PABPC1","chr16_670175_670265",1108.92170337344,"-"
"RBM18","chr5_134738792_134750758",1108.5882188109,"+"
"LSM4","chr12_15882819_15889927",1107.91614522839,"-"
"HNRNPA3","chr3_101574279_101579588",1107.84572686408,"-"
"SNRPF","chr16_30472898_30473964",1107.76381969861,"+"
"FMR1","chr1_32276063_32276606",1107.40753968676,"+"
"PARP10","chr21_8437547_8437663",1107.39955291317,"-"
"SNRPD3","chr10_61940408_62050887",1107.38597660864,"-"
"ZFP36L1","chr6_111720062_111759039",1107.22647246207,"+"
"NAA38","chr6_87569590_87589700",1107.18732724059,"-"
"ZCRB1","chr21_33260727_33262560",1107.00252038351,"-"
"ZFP36L1","chr12_55728352_55729281",1106.94029159592,"+"
"ZC3HAV1","chr3_3153488_3154746",1106.81673330849,"-"
"SPEN","chr4_118278792_118279388",1106.75526008949,"+"
"CSDE1","chr16_21484535_21487577",1106.72480583694,"-"
"EIF4B","chr11_85662457_85663178",1106.7125956795,"-"
"SNRPF","chr16_670175_670265",1106.70782033027,"-"
"RBM22","chr19_55247109_55258434",1106.33227966795,"+"
"SRRM1","chr19_39335310_39335973",1106.21621322245,"-"
"ZRSR2","chr14_60150187_60152937",1105.96131077301,"+"
"HNRNPR","chr8_100703359_100704279",1105.91130056784,"+"
"TNKS2","chr22_40364365_40366435",1105.87953721227,"+"
"STIM1","chr11_104901656_104903390",1105.31416395253,"-"
"HNRNPH1","chr11_118786518_118790854",1105.29955680861,"-"
"THUMPD1","chr17_47170042_47171916",1105.23108807238,"-"
"PPP1R10","chr14_52708816_52709574",1105.18516204659,"-"
"HNRNPH1","chr3_185926734_185937824",1105.02512183555,"-"
"SNRPB","chr7_103304490_103308951",1104.39005721601,"-"
"RBMS1","chr19_14396473_14397076",1104.29827860891,"-"
"RBM17","chr5_96762372_96765223",1104.26867214271,"-"
"YTHDF3","chr19_19635569_19636706",1104.26506709559,"-"
"SF1","chr10_114173265_114174014",1103.96370754301,"-"
"ZFP36L1","chr16_3054343_3054715",1103.59310989009,"-"
"ACIN1","chr11_65713058_65713592",1103.56106112033,"-"
"YTHDC2","chr12_47206588_47216164",1103.50191342998,"+"
"SNRPE","chr19_9418631_9419216",1103.05662625257,"-"
"SNRPG","chr16_69762391_69776188",1102.57768931241,"+"
"TTC14","chr22_24270983_24302194",1102.33609782518,"-"
"PARP14","chr1_114739890_114757924",1101.903551484,"+"
"HNRNPK","chr17_73209768_73212677",1101.72703950015,"-"
"PTBP2","chr4_48684795_48780077",1101.49327595825,"-"
"SSB","chr9_273100_276993",1101.27855280659,"+"
"SCML4","chr16_2752846_2756333",1101.13599690037,"-"
"ANKRD17","chr4_82355401_82356536",1101.13229151336,"-"
"LSM5","chr14_49626048_49633286",1100.99588694912,"-"
"PCBP1","chr4_98261569_98293407",1100.68447976439,"+"
"PCBP1","chr7_102569924_102671551",1100.53360251164,"-"
"SNRPB","chr15_50300902_50301220",1100.50428228905,"-"
"RPS3","chr17_7015156_7016494",1100.40052626364,"-"
"SF1","chr10_68901471_68906225",1100.37564623505,"-"
"G3BP1","chr19_5667164_5667346",1100.30144484885,"-"
"ARAP2","chr19_41549552_41550137",1100.27224941847,"-"
"CIRBP","chr9_7798637_7799448",1100.15255423032,"-"
"ZFP36","chr1_158945042_159010002",1100.05784176331,"-"
"ZNF638","chr2_218228850_218234351",1099.71979413894,"-"
"ZFP36L2","chr3_50350984_50351408",1099.6290506287,"-"
"PARP10","chr1_46558800_46561477",1099.40345003244,"-"
"YTHDF2","chr3_101681215_101682770",1099.11952132389,"+"
"SFMBT1","chr10_35196142_35206894",1099.03669350233,"-"
"ZNF638","chr1_43975107_43976089",1098.95022505551,"-"
"RBM5","chr19_19627284_19627396",1098.92059228231,"-"
"SAMSN1","chr8_11853479_11864375",1098.81564336158,"-"
"PCBP1","chr10_100525615_100525729",1097.87848565618,"-"
"CCAR1","chr16_2752846_2756333",1097.86519858698,"-"
"CNOT4","chr3_114693575_114801100",1097.54800184014,"-"
"HNRNPH1","chr7_99392876_99394032",1097.49549689921,"+"
"ZC3H6","chr4_56656012_56656299",1097.40211460738,"+"
"ZRANB2","chr10_14932955_14934379",1097.4009606819,"-"
"SAMD10","chr22_21629407_21629542",1097.21944086936,"-"
"ARAP2","chr19_54206462_54206552",1097.21410149537,"+"
"SNRPD1","chr16_22533836_22533893",1097.13688824602,"-"
"LCP2","chr12_93467554_93469188",1097.04149321729,"+"
"SNRNP70","chr11_66640123_66665855",1096.87338225367,"-"
"TRA2B","chr8_143821913_143829279",1096.58844310488,"+"
"CSDE1","chr3_49310737_49311513",1096.35368189252,"-"
"RBM10","chr10_46219744_46248890",1096.33488176009,"+"
"MATR3","chr7_75879260_75881364",1096.2433273537,"-"
"SRRM2","chr9_89405699_89418055",1096.18585039288,"-"
"LCP2","chr3_108047292_108049618",1096.12619799406,"-"
"POLDIP3","chr1_151055993_151056655",1095.91778492315,"-"
"EIF3G","chr10_73398385_73414011",1095.59223798591,"-"
"TRMT2A","chr5_50759732_50761820",1095.51413647639,"-"
"SAMD3","chr1_2391958_2393269",1095.42618770483,"-"
"LSM6","chr11_66438259_66438709",1095.24829706096,"-"
"PCBP1","chr22_45328063_45328309",1095.21157328767,"+"
"SF1","chr10_68755536_68757293",1095.20714639876,"-"
"TMEM63A","chr17_81891863_81894466",1094.94714591603,"+"
"U2AF2","chr16_56935312_56935403",1094.67988085497,"+"
"CPSF6","chr1_157700585_157700661",1094.65134281002,"-"
"RNPC3","chr9_78265543_78266441",1094.58260287883,"+"
"PHC3","chr19_5657347_5661520",1094.4175003391,"-"
"ZC3H15","chr1_228146067_228146860",1093.85950770683,"-"
"EWSR1","chr5_180793097_180808647",1093.78287027224,"-"
"SGMS1","chr9_93110721_93112217",1093.75719542321,"-"
"ZFR","chr17_35017606_35026373",1093.71104085595,"-"
"RBM3","chr1_1655484_1657255",1093.68087409376,"-"
"PHC3","chr10_50344345_50418063",1093.64984227362,"-"
"FXR1","chr2_74528489_74529131",1093.57441885081,"+"
"ZC3H15","chr16_208188_208600",1093.5042122564,"-"
"NCL","chr3_30606977_30644746",1093.50020867879,"-"
"G3BP1","chr19_18430930_18431352",1093.48806155769,"-"
"RBM39","chr12_121024137_121031441",1093.4562547811,"-"
"TRA2B","chr16_21487616_21501776",1093.34836647301,"-"
"SAMD3","chr6_111696456_111702884",1093.29521426849,"-"
"SASH3","chr10_74138382_74150754",1093.27650169163,"-"
"SAMD3","chr7_37342763_37448859",1093.13305498728,"-"
"CSTF2","chr11_117223308_117223394",1093.106181934,"+"
"HNRNPR","chr1_45661225_45686411",1093.07739410983,"-"
"TRMT2A","chr1_16391424_16393230",1092.8948038027,"-"
"SCML4","chr2_101295181_101307840",1092.8691500901,"+"
"RBM42","chr6_87569590_87589700",1092.81399633562,"-"
"EIF2S1","chr8_29047453_29048956",1092.55157834227,"-"
"MBNL2","chr12_110436204_110436664",1092.12997871119,"+"
"PAN3","chr7_150567437_150572128",1092.04413056707,"-"
"POLDIP3","chr1_181050286_181052234",1091.99228322303,"-"
"SF3A1","chr11_104901659_104903390",1091.98381375418,"+"
"SAMD9L","chr11_421198_423941",1091.79828240307,"-"
"LARP4","chr7_48094827_48106872",1091.75125435217,"-"
"HELZ","chr8_127736623_127738250",1091.44808013289,"-"
"SNRNP70","chr1_154602626_154627854",1091.35340383115,"+"
"SNRPN","chr19_58388245_58394496",1091.16277153207,"+"
"SAMHD1","chr2_7725853_7730235",1091.10983957879,"+"
"SASH3","chr12_70319364_70335437",1091.10905464085,"-"
"PUM2","chr2_197516146_197535529",1091.05370729226,"-"
"PPIE","chr2_238188257_238189852",1090.82485329347,"-"
"HNRNPR","chr9_72360787_72364695",1090.73312611686,"-"
"STIM1","chr17_6760601_6761885",1090.6845624438,"-"
"PCBP1","chr6_29829589_29944293",1090.40906517116,"+"
"TTC14","chr2_97198491_97204190",1090.27724857634,"+"
"RBM6","chr2_27890842_27892382",1090.03072429216,"+"
"PABPC1","chr2_201234112_201266460",1090.02372814379,"-"
"RBM39","chr7_99392876_99394032",1089.8230350188,"+"
"RBM6","chr10_46219706_46248890",1089.78989858581,"-"
"ARAP2","chr19_14396473_14397076",1089.66530568385,"-"
"SASH3","chr10_133263233_133267351",1089.62257583273,"-"
"EIF3G","chr1_46558800_46560233",1089.15935154305,"-"
"HNRNPM","chr22_40552367_40594673",1088.80894278256,"-"
"RBM25","chr2_111344237_111365560",1088.70752862795,"-"
"TIA1","chr14_30622399_30630476",1088.40003316273,"+"
"RBM12","chr22_45168246_45170987",1088.38586871858,"-"
"PABPC3","chr11_43335994_43342427",1088.38293129128,"-"
"PUM1","chr2_68787956_68807275",1088.19408586892,"-"
"ZC3H13","chr1_155521618_155562152",1088.18033814948,"-"
"EIF4H","chr10_70600932_70602644",1087.8108628142,"+"
"HTATSF1","chr9_93447697_93450478",1087.6938093903,"-"
"HELZ","chr16_22533836_22534007",1087.59978812992,"+"
"NAA38","chr4_127984423_128008919",1087.54384267138,"+"
"FUBP1","chr14_60150187_60152937",1087.47821268157,"-"
"RBM12","chr16_4474166_4474553",1087.25758594034,"-"
"MKRN1","chr2_238194331_238194781",1087.07593724309,"-"
"SCML4","chr7_44841012_44847968",1086.71833470178,"+"
"RBM33","chr13_27440449_27445087",1086.68187405605,"-"
"ANKRD17","chr16_22533836_22533950",1086.40293906823,"+"
"ZC3H13","chr12_55728352_55729281",1086.34059431615,"-"
"PABPC3","chr17_68101959_68114421",1086.29216976618,"-"
"RBMS1","chr1_77741748_77745420",1086.23547359486,"-"
"SNRPD1","chr12_124912199_124913111",1086.19697425137,"+"
"ZFR","chr22_41781845_41793828",1086.09976970685,"-"
"YBX1","chr1_155136376_155137560",1085.72797913436,"-"
"SFMBT2","chr14_23565701_23566063",1085.62031858111,"-"
"TTC14","chr10_91959282_91959784",1084.89582633673,"-"
"SGMS1","chr12_10308084_10309625",1084.34468321278,"-"
"ZC3H15","chr19_13112817_13112895",1084.11186359809,"-"
"SRRM1","chr10_35207051_35211655",1083.86834681672,"+"
"STIM2","chr1_114739890_114757924",1083.65965653012,"+"
"PUM1","chr12_55942263_55943296",1083.39359067724,"+"
"ZRANB2","chr12_89492115_89525119",1083.31549036434,"-"
"SFPQ","chr7_127391615_127392064",1083.28296339939,"-"
"RPS3","chr9_92324209_92325317",1083.15124876819,"-"
"LCP2","chr6_31644194_31644306",1083.12690499626,"+"
"LARP4B","chr20_46394503_46406547",1083.06065275994,"+"
"LSM4","chr11_308438_314921",1082.66925354009,"+"
"GTF3A","chr7_100345968_100349716",1082.48798779797,"-"
"PARN","chr19_10679927_10681018",1082.20717894628,"+"
"HNRNPH1","chr19_58246427_58246710",1082.16908063559,"-"
"RBM10","chr3_115071414_115144812",1082.167591222,"-"
"HNRNPH1","chr1_37495918_37496546",1081.98131934549,"-"
"SNRPG","chr3_141404031_141438242",1081.97599264767,"-"
"EIF4H","chr5_135346057_135350822",1081.81615428054,"-"
"SAMD9","chr13_75526639_75530310",1081.53515660794,"+"
"RNPC3","chr17_28655483_28662045",1081.4866864258,"-"
"YBX1","chr21_46635763_46636438",1081.30967889184,"-"
"GRSF1","chr12_122341697_122347374",1081.22848232696,"-"
"CCAR1","chr10_72216072_72220053",1080.76594756325,"-"
"SAMHD1","chr1_155521618_155562778",1080.72970008394,"-"
"PHC3","chr14_35110629_35116609",1080.64987122351,"-"
"PCBP1","chr12_124911978_124913118",1080.57438073638,"+"
"PTBP1","chr13_27445156_27450508",1080.47115734577,"-"
"PCBP1","chr17_16382111_16382567",1079.96504217507,"-"
"PPP1R10","chr8_85217502_85219235",1079.85762105553,"-"
"RPS3","chr2_85696056_85696987",1079.70631761917,"-"
"DDHD2","chr2_85327273_85327483",1079.62039764562,"-"
"APTX","chr14_91114283_91145220",1079.39106266634,"-"
"FUBP1","chr22_38486440_38487872",1079.14518237267,"-"
"PCBP1","chr10_100525615_100525727",1079.12989180811,"-"
"ZC3H12D","chr11_2314571_2316228",1079.00351466255,"+"
"RALY","chr12_124911978_124912662",1078.7612345666,"+"
"SNRPD2","chr9_89319797_89325426",1078.65783976103,"-"
"NONO","chr7_74716950_74718878",1078.47475414312,"-"
"TTC14","chr16_1823037_1826506",1078.20591792036,"-"
"ZFP36L1","chr22_39102042_39103691",1078.19934168531,"-"
"ZC3HAV1","chr10_61940408_62050887",1078.18261917183,"-"
"YBX1","chr9_175784_178815",1078.17586056878,"-"
"YTHDF3","chr19_48241063_48249522",1077.84651137047,"-"
"SF3A1","chr19_34849549_34850668",1077.77395851248,"-"
"SASH3","chr2_177234271_177264531",1077.55230404084,"-"
"EIF4H","chr18_2960849_3013086",1077.44787031051,"-"
"EIF4H","chr3_12604289_12608765",1077.42240785379,"-"
"GRSF1","chr19_50020647_50025345",1077.31366841195,"-"
"PABPC1","chr5_171400210_171405301",1077.28638054126,"-"
"ZC3H18","chr19_8551874_8551967",1076.97425640276,"+"
"TARDBP","chr1_1203968_1204054",1076.86650624989,"+"
"ZFP36L2","chr5_151065131_151080879",1076.7304446428,"-"
"RBM7","chr1_182854178_182855576",1076.61549263873,"-"
"ZCCHC17","chr16_26584944_26594736",1076.51070947462,"+"
"RBM45","chr1_109214128_109214546",1076.50113950922,"-"
"LCP2","chr15_43189280_43190324",1076.39830341164,"-"
"HNRNPA2B1","chr1_207767195_207770320",1076.36865532792,"-"
"RBM5","chr8_56214667_56216388",1076.32476781141,"-"
"GTF3A","chr16_29808741_29810076",1076.27874171017,"-"
"SNRPE","chr10_21534520_21534644",1076.13400789397,"-"
"TRA2A","chr21_37073364_37108391",1075.87447747859,"-"
"RBMS1","chr2_152716126_152717229",1075.6277164438,"-"
"POLR2G","chr17_76089320_76090328",1075.60977698681,"-"
"ZCRB1","chr4_53399839_53414614",1075.5310583575,"-"
"SAMD9","chr3_71112637_71198201",1075.31820216873,"-"
"HELZ","chr16_3065494_3065783",1075.17514006778,"-"
"CIRBP","chr10_114491878_114526638",1075.05548028442,"-"
"HNRNPR","chr6_79201726_79202316",1074.9981424483,"-"
"SYNCRIP","chr14_52708816_52709574",1074.9699787972,"+"
"EIF4B","chr11_43335994_43342432",1074.87040149143,"-"
"ELAVL1","chr22_19475100_19479082",1074.77004681854,"-"
"HNRNPH2","chr16_21158746_21160977",1074.36865945641,"+"
"ZFP36L1","chr2_70216499_70216752",1074.33305728558,"-"
"PUF60","chr6_29889604_29944499",1074.2736592532,"-"
"SAMD9","chr17_75704814_75705610",1074.24371274649,"-"
"RBM22","chr20_18567596_18569235",1074.07645389396,"-"
"EIF2S1","chr10_68737048_68740628",1073.58048949846,"-"
"MCM3AP","chr17_78171054_78171738",1073.54194693776,"+"
"PRPF3","chr10_11314258_11321188",1073.496134363,"-"
"FUBP1","chr2_68782320_68807272",1073.25502939846,"-"
"RC3H1","chr19_49107712_49107821",1073.20513552143,"-"
"RBM28","chr12_10308084_10309625",1073.12104243717,"+"
"YBX1","chr1_228146938_228147409",1072.90527940052,"-"
"SAMD3","chr14_93954483_93956765",1072.67348556203,"+"
"ZFP36L2","chr12_124912883_124913567",1072.67060531765,"+"
"EWSR1","chr6_152180294_152185273",1072.54113241169,"-"
"RBM17","chr7_91980333_91992884",1072.39249597608,"-"
"PUF60","chr20_41533570_41618339",1071.93244072182,"-"
"RBM3","chr2_237708630_237719522",1071.89400873422,"-"
"PABPC4","chr12_89492115_89525119",1071.86182087351,"-"
"DHX8","chr1_51750195_51756319",1071.64495974654,"-"
"UNK","chr17_3720402_3723287",1071.55453502099,"-"
"ZFP36L2","chr10_98431291_98433939",1071.44022305424,"-"
"EIF2S1","chr2_102372118_102375906",1071.40008702354,"-"
"ZFP36","chr16_1823037_1826506",1071.38819739693,"-"
"SNRPB","chr7_54757594_54759161",1071.32596521789,"-"
"EIF4B","chr7_150567437_150572128",1071.19454965669,"+"
"PCBP1","chr12_124912180_124913092",1071.05999665942,"-"
"SAMD9L","chr5_96762372_96765220",1070.78320420199,"-"
"RPS3","chr2_74135658_74142271",1070.54101712065,"-"
"RBM4","chr12_47206069_47209280",1070.53001058105,"-"
"RBM6","chr16_53453769_53454708",1070.48997387596,"+"
"ZFP36L2","chr11_17282943_17286633",1070.36397869103,"+"
"SAFB","chr1_108659962_108660962",1070.30961350013,"-"
"PARP14","chr15_49017628_49027364",1070.21557865423,"-"
"RBM39","chr3_141404031_141438267",1070.18782136235,"-"
"SYNJ1","chr19_49480620_49485963",1069.89023862506,"-"
"FUBP1","chr10_72216072_72220053",1069.57824741257,"-"
"SF1","chr17_75130867_75130964",1069.43098911454,"-"
"SAMSN1","chr12_51302115_51302517",1069.41596460754,"-"
"RBM12","chr7_127377329_127391496",1069.34704774939,"-"
"ZFP36L2","chr9_71750385_71769371",1069.34314901712,"-"
"HNRNPC","chr19_21033582_21034088",1069.08531879557,"-"
"YTHDC1","chr17_76720498_76721262",1068.95622311089,"-"
"PARP10","chr2_32301495_32307103",1068.92706670952,"-"
"EIF4H","chr6_116571655_116574057",1068.79471416719,"-"
"PABPN1","chr3_186804724_186806424",1068.14372448899,"+"
"PABPC1","chr16_30472898_30473964",1068.09019583168,"+"
"SLTM","chr10_11165682_11249152",1067.86709049944,"+"
"HELZ","chr7_38359606_38373364",1067.15257636437,"-"
"PUF60","chr1_244835756_244842194",1067.04238489687,"-"
"EIF3G","chr10_73824084_73825278",1066.96912271758,"-"
"PCBP1","chr9_133100382_133100495",1066.96146174662,"-"
"SASH3","chr6_31269385_31269492",1066.95070138873,"+"
"MBNL2","chr1_112675049_112688934",1066.79900516218,"-"
"CIRBP","chr12_53467293_53468776",1066.64683742002,"-"
"RBM8A","chr18_49491584_49492274",1066.24158269376,"-"
"SNRPC","chr16_208188_208600",1066.16673516148,"-"
"HNRNPK","chr2_68047319_68062957",1066.10986263155,"-"
"PUF60","chr19_45413745_45414860",1066.07518926733,"-"
"HNRNPR","chr13_30463694_30464160",1066.0027546999,"+"
"RBM18","chr18_11884627_11885675",1065.93733759287,"-"
"HNRNPC","chr12_69260197_69262372",1065.92832337612,"-"
"RBM33","chr19_39840515_39840619",1065.89176973448,"-"
"CPSF7","chr14_69769251_69769510",1065.79431157289,"-"
"HNRNPA0","chr2_10396920_10408561",1065.63755729355,"+"
"PTBP1","chr3_50332154_50337172",1065.58800747361,"-"
"RBM8A","chr22_50250160_50250426",1065.52848536464,"-"
"MBNL2","chr19_40590422_40590732",1065.34781801415,"+"
"TIA1","chr11_46084302_46090454",1065.28848716947,"-"
"PTBP1","chr11_59143304_59145826",1065.0800484666,"-"
"PABPC3","chr6_158232303_158312050",1065.02101831573,"+"
"TNKS2","chr2_37201726_37201862",1064.91694653885,"-"
"ZC3HAV1","chr6_11213727_11232503",1064.90045272198,"-"
"CCAR1","chr7_24830905_24834485",1064.84832336337,"-"
"NONO","chr22_20126368_20126954",1064.77413719069,"-"
"ZFP36L2","chr1_151889373_151889982",1064.73631401228,"-"
"NCBP2","chr10_73825347_73837467",1064.62209874489,"-"
"PABPC3","chr13_48490251_48496190",1064.3970414658,"+"
"UNK","chr4_48684795_48710518",1064.0255585047,"-"
"SNRPF","chr17_5399650_5405056",1063.92636723345,"-"
"GRSF1","chr2_97200525_97205939",1063.74427693591,"+"
"GTF3A","chr21_44910372_44910599",1063.64661184028,"-"
"HNRNPH1","chr11_102320006_102321836",1063.54373014125,"-"
"SCML4","chr15_88635700_88639342",1063.38877891723,"-"
"RBM5","chr16_27314020_27340185",1062.9931637125,"-"
"ARAP2","chr6_31269075_31381979",1062.91771723743,"-"
"HELZ","chr4_26321048_26386352",1062.91317667159,"-"
"PAPSS1","chr9_137576167_137577469",1062.35467538008,"-"
"HNRNPH1","chr2_219001_224863",1062.26936531575,"-"
"SNRPD2","chr17_38850475_38852603",1062.14090265597,"+"
"SRRM2","chr17_28655483_28661725",1061.93445574966,"-"
"HNRNPA3","chr6_44932763_44933229",1061.77336935986,"-"
"HNRNPH3","chr2_191010004_191014017",1061.61150616015,"+"
"HNRNPH1","chr20_35632923_35658929",1061.56446858869,"-"
"SNRPD2","chr6_85677492_85677953",1061.36744990321,"-"
"SAFB","chr4_145096111_145098119",1061.17610938118,"-"
"RBMS1","chr10_14530515_14572228",1061.07316292337,"-"
"SNRPF","chr17_76089320_76090328",1061.06038432474,"+"
"RBM22","chr4_82355401_82356536",1060.93058322396,"-"
"EWSR1","chr22_19471808_19479082",1060.93028815132,"-"
"HNRNPH2","chr6_29944397_29944499",1060.90812893597,"+"
"PPIE","chr16_30474298_30475288",1060.55208411578,"-"
"GTF3A","chr9_89455953_89479571",1060.52463538981,"-"
"SNRPB","chr14_23562593_23563199",1060.51455930883,"-"
"SLTM","chr6_73480805_73482028",1060.36993408653,"+"
"ANKRD17","chr11_67406017_67406132",1060.36895667262,"-"
"THUMPD1","chr14_23960003_23965761",1060.34206946559,"-"
"HELZ","chr9_7798637_7799448",1059.97433960438,"-"
"TMEM63A","chr11_108223186_108227594",1059.87152767499,"-"
"NAA38","chr19_49677316_49679871",1059.75484665439,"-"
"MKRN1","chr8_19506130_19601770",1059.51962584628,"-"
"ZFP36L2","chr5_143400852_143403210",1059.48162781593,"-"
"RBM5","chr17_37577613_37579131",1059.41323907018,"-"
"HNRNPA1","chr10_63217331_63264650",1059.21303110314,"-"
"ZC3H13","chr4_142193195_142202739",1059.20411032663,"-"
"LSM4","chr2_74135658_74145188",1059.04272704894,"-"
"ZFP36L1","chr2_213049880_213056832",1059.03224967661,"-"
"TARDBP","chr5_143400852_143404375",1058.81616853127,"-"
"PUM1","chr12_108623557_108623827",1058.72706805326,"-"
"CSDE1","chr11_3001248_3001969",1058.67254641888,"-"
"TMEM63A","chr14_91787627_91797784",1058.42519400063,"-"
"LCP2","chr2_196146055_196154967",1058.33008090005,"-"
"CIRBP","chr4_102826636_102827943",1058.03131331142,"+"
"CSTF2T","chr3_9690143_9697710",1057.97599063894,"-"
"SNRPD2","chr12_124911971_124913111",1057.84032258468,"+"
"TTC14","chr1_40769415_40770708",1057.67485356631,"-"
"SLTM","chr2_12723552_12724628",1057.54864802732,"-"
"CSDE1","chr12_53467293_53468776",1057.51902845661,"-"
"SNRPD1","chr12_55951783_55952340",1057.48358664039,"-"
